gene_id,component,class
PF3D7_0315100,eukaryotic translation initiation factor 4F complex,Ribosome & translation complexes (internal)
PF3D7_0315200,unknown,Unknown
PF3D7_0315300,unknown,Unknown
PF3D7_0315400,apicoplast,Apicoplast
PF3D7_0315500,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_0315600,unknown,Unknown
PF3D7_0315700,unknown,Unknown
PF3D7_0315800,unknown,Unknown
PF3D7_0315900,unknown,Unknown
PF3D7_0316000,unknown,Unknown
PF3D7_0316100,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_0316200,gamma-tubulin complex,Cytoskeleton & associated
PF3D7_0316300,unknown,Unknown
PF3D7_0316400,apicoplast,Apicoplast
PF3D7_0316500,Ndc80 complex,Intracellular protein complexes (internal)
PF3D7_0316600,plasma membrane,Membrane proteins
PF3D7_0316700,unknown,Unknown
PF3D7_0316800,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0316900,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_0317000,"nucleus,proteasome core complex alpha-subunit complex","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0317100,unknown,Unknown
PF3D7_0317200,"cytosol,nucleus,protein kinase CK2 complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0317300,"endoplasmic reticulum membrane,nucleus","Endomembrane System & Golgi ER,Nucleus (internal)"
PF3D7_0317400,GINS complex,DNA replication & repair complexes (internal)
PF3D7_0317500,"mitotic spindle,spindle microtubule",Cytoskeleton & associated
PF3D7_0317600,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0317700,nucleus,Nucleus (internal)
PF3D7_0317800,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0317900,unknown,Unknown
PF3D7_0318000,apicoplast,Apicoplast
PF3D7_0318100,mitochondrion,Mitochondrion & related
PF3D7_0318200,RNA polymerase II core complex,Spliceosomal & RNP complexes (internal)
PF3D7_0318300,apicoplast,Apicoplast
PF3D7_0318400,unknown,Unknown
PF3D7_0318500,transcription factor TFIIIB complex,Intracellular protein complexes (internal)
PF3D7_0318600,nucleus,Nucleus (internal)
PF3D7_0318700,unknown,Unknown
PF3D7_0318800,"apicoplast,cytosol","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_0318900,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_0319000,plasma membrane,Membrane proteins
PF3D7_0319100,"cullin-RING ubiquitin ligase complex,nucleus","Nucleus (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_0319200,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_0319300,unknown,Unknown
PF3D7_0319400,"cytoplasm,kinesin complex,microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_0319500,"U2 snRNP,precatalytic spliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_0319600,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0319700,intracellular membrane-bounded organelle,Internal organelle (internal)
PF3D7_0319800,unknown,Unknown
PF3D7_0319900,unknown,Unknown
PF3D7_0320000,unknown,Unknown
PF3D7_0320100,"ER to Golgi transport vesicle membrane,Golgi membrane,SNARE complex,endoplasmic reticulum membrane","Endomembrane System & Golgi ER,Intracellular protein complexes (internal),Vesicles & Endosomes"
PF3D7_0320200,unknown,Unknown
PF3D7_0320300,chaperonin-containing T-complex,Intracellular protein complexes (internal)
PF3D7_0320400,unknown,Unknown
PF3D7_0320500,unknown,Unknown
PF3D7_0320600,unknown,Unknown
PF3D7_0320700,unknown,Unknown
PF3D7_0320800,"P-body,cytoplasmic stress granule",Cytoplasm & Cytosol (internal)
PF3D7_0320900,"nucleosome,nucleus","Chromatin,Nucleus (internal)"
PF3D7_0321000,apicoplast,Apicoplast
PF3D7_0321100,unknown,Unknown
PF3D7_0321200,membrane,Membrane (general)
PF3D7_0321300,unknown,Unknown
PF3D7_0321400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0321500,unknown,Unknown
PF3D7_0321600,unknown,Unknown
PF3D7_0321700,unknown,Unknown
PF3D7_0321800,precatalytic spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_0321900,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_0322000,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0322100,unknown,Unknown
PF3D7_0322200,unknown,Unknown
PF3D7_0322300,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_0322400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0322500,"cytoplasm,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_0322600,"cytoplasm,plasma membrane","Cytoplasm & Cytosol (internal),Membrane proteins"
PF3D7_0322700,unknown,Unknown
PF3D7_0322800,unknown,Unknown
PF3D7_0322900,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0323000,unknown,Unknown
PF3D7_0323100,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_0323200,unknown,Unknown
PF3D7_0323300,mitochondrion,Mitochondrion & related
PF3D7_0323400,unknown,Unknown
PF3D7_0323500,nucleus,Nucleus (internal)
PF3D7_0323600,unknown,Unknown
PF3D7_0323700,U4/U6 x U5 tri-snRNP complex,Spliceosomal & RNP complexes (internal)
PF3D7_0323800,unknown,Unknown
PF3D7_0401600,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0401800,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0401900,"endoplasmic reticulum,membrane","Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_0402000,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0402100,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0402300,unknown,Unknown
PF3D7_0402400,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0402600,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0402900,unknown,Unknown
PF3D7_0403100,unknown,Unknown
PF3D7_0403200,unknown,Unknown
PF3D7_0403300,apicoplast,Apicoplast
PF3D7_0403400,unknown,Unknown
PF3D7_0403500,unknown,Unknown
PF3D7_0403600,unknown,Unknown
PF3D7_0403700,"Prp19 complex,U2-type catalytic step 2 spliceosome,post-mRNA release spliceosomal complex","Intracellular protein complexes (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0403800,unknown,Unknown
PF3D7_0403900,"nucleus,polytene chromosome","Chromatin,Nucleus (internal)"
PF3D7_0404000,unknown,Unknown
PF3D7_0404100,unknown,Unknown
PF3D7_0404200,unknown,Unknown
PF3D7_0404300,unknown,Unknown
PF3D7_0404400,unknown,Unknown
PF3D7_0404500,unknown,Unknown
PF3D7_0404600,unknown,Unknown
PF3D7_0404700,"apicoplast,extracellular space,lysosome","Apicoplast,Extracellular/Secreted,Vacuole/Lysosome & related"
PF3D7_0404800,unknown,Unknown
PF3D7_0404900,unknown,Unknown
PF3D7_0405000,nucleus,Nucleus (internal)
PF3D7_0405100,"COPII vesicle coat,endoplasmic reticulum exit site","Endomembrane System & Golgi ER,Vesicles & Endosomes"
PF3D7_0405200,unknown,Unknown
PF3D7_0405300,unknown,Unknown
PF3D7_0405400,"U5 snRNP,catalytic step 2 spliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_0405500,unknown,Unknown
PF3D7_0405600,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_0405700,unknown,Unknown
PF3D7_0405800,unknown,Unknown
PF3D7_0405900,apicoplast,Apicoplast
PF3D7_0406000,unknown,Unknown
PF3D7_0406100,unknown,Unknown
PF3D7_0406200,unknown,Unknown
PF3D7_0406400,unknown,Unknown
PF3D7_0406500,cytoskeleton,Cytoskeleton & associated
PF3D7_0406600,unknown,Unknown
PF3D7_0406700,unknown,Unknown
PF3D7_0406800,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0406900,unknown,Unknown
PF3D7_0407000,unknown,Unknown
PF3D7_0407100,unknown,Unknown
PF3D7_0407200,"apicoplast,cytosol","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_0407300,RNA polymerase III complex,Spliceosomal & RNP complexes (internal)
PF3D7_0407400,unknown,Unknown
PF3D7_0407500,mitochondrion,Mitochondrion & related
PF3D7_0407600,unknown,Unknown
PF3D7_0407700,NELF complex,Spliceosomal & RNP complexes (internal)
PF3D7_0407800,unknown,Unknown
PF3D7_0407900,unknown,Unknown
PF3D7_0408000,unknown,Unknown
PF3D7_0408100,unknown,Unknown
PF3D7_0408200,unknown,Unknown
PF3D7_0408300,unknown,Unknown
PF3D7_0408400,unknown,Unknown
PF3D7_0408500,unknown,Unknown
PF3D7_0408600,unknown,Unknown
PF3D7_0408700,apicoplast,Apicoplast
PF3D7_0408800,unknown,Unknown
PF3D7_0408900,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_0409000,unknown,Unknown
PF3D7_0409100,"U4 snRNP,precatalytic spliceosome,spliceosomal tri-snRNP complex",Spliceosomal & RNP complexes (internal)
PF3D7_0409200,"nucleolus,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0409300,unknown,Unknown
PF3D7_0409400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0409500,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_0409600,DNA replication factor A complex,DNA replication & repair complexes (internal)
PF3D7_0409700,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_0409800,preribosome large subunit precursor,Ribosome & translation complexes (internal)
PF3D7_0409900,Swr1 complex,Spliceosomal & RNP complexes (internal)
PF3D7_0410000,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0410300,unknown,Unknown
PF3D7_0410400,"cytoplasmic exosome (RNase complex),nuclear exosome (RNase complex)",Intracellular protein complexes (internal)
PF3D7_0410500,unknown,Unknown
PF3D7_0410600,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_0410700,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_0410800,unknown,Unknown
PF3D7_0410900,unknown,Unknown
PF3D7_0411000,unknown,Unknown
PF3D7_0411100,unknown,Unknown
PF3D7_0411200,apicoplast,Apicoplast
PF3D7_0411300,unknown,Unknown
PF3D7_0411400,nucleus,Nucleus (internal)
PF3D7_0411700,unknown,Unknown
PF3D7_0411800,unknown,Unknown
PF3D7_0411900,alpha DNA polymerase:primase complex,DNA replication & repair complexes (internal)
PF3D7_0412000,Golgi apparatus,Endomembrane System & Golgi ER
PF3D7_0412100,ribosome,Ribosome & translation complexes (internal)
PF3D7_0412200,"cytoplasmic exosome (RNase complex),nuclear exosome (RNase complex),nucleolus","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0412300,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0413500,mitochondrion,Mitochondrion & related
PF3D7_0413600,proteasome regulatory particle base subcomplex,Ubiquitin & proteasome complexes (internal)
PF3D7_0413700,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0413800,"apicoplast,large ribosomal subunit","Apicoplast,Ribosome & translation complexes (internal)"
PF3D7_0413900,unknown,Unknown
PF3D7_0414000,mitotic cohesin complex,DNA replication & repair complexes (internal)
PF3D7_0414100,apicoplast,Apicoplast
PF3D7_0414200,myosin II complex,Cytoskeleton & associated
PF3D7_0414300,EMC complex,Endomembrane System & Golgi ER
PF3D7_0414400,unknown,Unknown
PF3D7_0414500,"chromatin,nucleoplasm","Chromatin,Nucleus (internal)"
PF3D7_0414600,unknown,Unknown
PF3D7_0414700,"apicoplast,nucleolus","Apicoplast,Nucleus (internal)"
PF3D7_0414800,unknown,Unknown
PF3D7_0414900,unknown,Unknown
PF3D7_0415000,GET complex,Intracellular protein complexes (internal)
PF3D7_0415100,unknown,Unknown
PF3D7_0415200,unknown,Unknown
PF3D7_0415300,"cyclin-dependent protein kinase holoenzyme complex,nucleus","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0415400,COPI vesicle coat,Vesicles & Endosomes
PF3D7_0415500,nuclear cap binding complex,Spliceosomal & RNP complexes (internal)
PF3D7_0415600,"cytoplasm,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_0415700,apicoplast,Apicoplast
PF3D7_0415800,unknown,Unknown
PF3D7_0415900,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0416000,nucleus,Nucleus (internal)
PF3D7_0416100,apicoplast,Apicoplast
PF3D7_0416200,nucleolus,Nucleus (internal)
PF3D7_0416300,"MCM complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_0416400,unknown,Unknown
PF3D7_0416500,nucleus,Nucleus (internal)
PF3D7_0416600,unknown,Unknown
PF3D7_0416700,unknown,Unknown
PF3D7_0416800,"COPII vesicle coat,endoplasmic reticulum exit site","Endomembrane System & Golgi ER,Vesicles & Endosomes"
PF3D7_0416900,unknown,Unknown
PF3D7_0417000,apicoplast,Apicoplast
PF3D7_0417100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0417200,"cytosol,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_0417300,mitochondrion,Mitochondrion & related
PF3D7_0417400,unknown,Unknown
PF3D7_0417500,unknown,Unknown
PF3D7_0417600,unknown,Unknown
PF3D7_0417700,unknown,Unknown
PF3D7_0417800,nucleus,Nucleus (internal)
PF3D7_0417900,unknown,Unknown
PF3D7_0418000,"endoplasmic reticulum membrane,nucleus","Endomembrane System & Golgi ER,Nucleus (internal)"
PF3D7_0418100,unknown,Unknown
PF3D7_0418200,eukaryotic translation initiation factor 3 complex,Ribosome & translation complexes (internal)
PF3D7_0418300,unknown,Unknown
PF3D7_0418400,unknown,Unknown
PF3D7_0418500,"TRAPP complex,cis-Golgi network membrane,cytosol","Cytoplasm & Cytosol (internal),Endomembrane System & Golgi ER,Intracellular protein complexes (internal)"
PF3D7_0418600,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0418700,preribosome small subunit precursor,Ribosome & translation complexes (internal)
PF3D7_0418800,membrane,Membrane (general)
PF3D7_0418900,unknown,Unknown
PF3D7_0419000,axoneme,Cell surface structures
PF3D7_0419100,unknown,Unknown
PF3D7_0419200,unknown,Unknown
PF3D7_0419300,"Rad51C-XRCC3 complex,replication fork",DNA replication & repair complexes (internal)
PF3D7_0419400,unknown,Unknown
PF3D7_0419500,unknown,Unknown
PF3D7_0419600,"cytoplasm,nuclear pore","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0419700,unknown,Unknown
PF3D7_0419800,unknown,Unknown
PF3D7_0419900,"cytoplasm,membrane","Cytoplasm & Cytosol (internal),Membrane (general)"
PF3D7_0420000,unknown,Unknown
PF3D7_0420100,"cytosol,nucleus,preribosome small subunit precursor","Cytoplasm & Cytosol (internal),Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_0420200,unknown,Unknown
PF3D7_0420300,unknown,Unknown
PF3D7_0420400,mitochondrion,Mitochondrion & related
PF3D7_0420500,unknown,Unknown
PF3D7_0420600,unknown,Unknown
PF3D7_0421700,unknown,Unknown
PF3D7_0421800,unknown,Unknown
PF3D7_0421900,unknown,Unknown
PF3D7_0422000,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0422100,"COPII-coated ER to Golgi transport vesicle,Golgi apparatus,endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment","Endomembrane System & Golgi ER,Vesicles & Endosomes"
PF3D7_0422200,unknown,Unknown
PF3D7_0422300,"cytoplasm,microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_0422400,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0422500,nucleus,Nucleus (internal)
PF3D7_0422600,unknown,Unknown
PF3D7_0422700,"catalytic step 2 spliceosome,nucleolus","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0422800,unknown,Unknown
PF3D7_0422900,unknown,Unknown
PF3D7_0423000,unknown,Unknown
PF3D7_0423100,intracellular membrane-bounded organelle,Internal organelle (internal)
PF3D7_0423200,unknown,Unknown
PF3D7_0423300,apicoplast,Apicoplast
PF3D7_0423400,apicoplast,Apicoplast
PF3D7_0423500,unknown,Unknown
PF3D7_0423600,unknown,Unknown
PF3D7_0423700,unknown,Unknown
PF3D7_0423800,unknown,Unknown
PF3D7_0423900,unknown,Unknown
PF3D7_0424000,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0424100,unknown,Unknown
PF3D7_0424200,unknown,Unknown
PF3D7_0424400,unknown,Unknown
PF3D7_0424500,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0424600,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0424700,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0424800,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0424900,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0425100,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0425200,apicoplast,Apicoplast
PF3D7_0500800,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0500900,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0501000,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0501100,"RBC membrane (HT),RBC membrane (PEXEL),cytosol","Cytoplasm & Cytosol (internal),Membrane proteins (PEXEL/HT)"
PF3D7_0501200,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0501300,unknown,Unknown
PF3D7_0501400,unknown,Unknown
PF3D7_0501500,unknown,Unknown
PF3D7_0501600,unknown,Unknown
PF3D7_0501700,unknown,Unknown
PF3D7_0501800,"HIR complex,chromatin","Chromatin,Intracellular protein complexes (internal)"
PF3D7_0501900,TRAPPIII protein complex,Intracellular protein complexes (internal)
PF3D7_0502000,"HOPS complex,endosome",Vesicles & Endosomes
PF3D7_0502100,nucleus,Nucleus (internal)
PF3D7_0502200,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0502300,unknown,Unknown
PF3D7_0502400,unknown,Unknown
PF3D7_0502500,unknown,Unknown
PF3D7_0502600,unknown,Unknown
PF3D7_0502700,unknown,Unknown
PF3D7_0502800,unknown,Unknown
PF3D7_0502900,unknown,Unknown
PF3D7_0503000,unknown,Unknown
PF3D7_0503100,unknown,Unknown
PF3D7_0503200,nucleus,Nucleus (internal)
PF3D7_0503300,unknown,Unknown
PF3D7_0503400,"actin cytoskeleton,cytoplasm","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_0503500,unknown,Unknown
PF3D7_0503600,"actin cytoskeleton,cytoplasm,membrane","Cytoplasm & Cytosol (internal),Cytoskeleton & associated,Membrane (general)"
PF3D7_0503800,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0503900,unknown,Unknown
PF3D7_0504000,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_0504100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0504200,apicoplast,Apicoplast
PF3D7_0504300,unknown,Unknown
PF3D7_0504400,nucleolus,Nucleus (internal)
PF3D7_0504500,unknown,Unknown
PF3D7_0504600,oxoglutarate dehydrogenase complex,Mitochondrion & related
PF3D7_0504700,unknown,Unknown
PF3D7_0504800,histone methyltransferase complex,Spliceosomal & RNP complexes (internal)
PF3D7_0504900,unknown,Unknown
PF3D7_0505000,m-AAA complex,Mitochondrion & related
PF3D7_0505100,TRAPPIII protein complex,Intracellular protein complexes (internal)
PF3D7_0505200,"NuA4 histone acetyltransferase complex,SWI/SNF complex",Spliceosomal & RNP complexes (internal)
PF3D7_0505300,Golgi membrane,Endomembrane System & Golgi ER
PF3D7_0505400,apicoplast,Apicoplast
PF3D7_0505500,"MutSalpha complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_0505600,unknown,Unknown
PF3D7_0505700,preribosome large subunit precursor,Ribosome & translation complexes (internal)
PF3D7_0505800,nucleus,Nucleus (internal)
PF3D7_0505900,unknown,Unknown
PF3D7_0506000,unknown,Unknown
PF3D7_0506100,nucleolus,Nucleus (internal)
PF3D7_0506200,unknown,Unknown
PF3D7_0506300,unknown,Unknown
PF3D7_0506400,unknown,Unknown
PF3D7_0506500,unknown,Unknown
PF3D7_0506700,unknown,Unknown
PF3D7_0506800,RQC complex,Intracellular protein complexes (internal)
PF3D7_0506900,unknown,Unknown
PF3D7_0507000,unknown,Unknown
PF3D7_0507100,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0507200,unknown,Unknown
PF3D7_0507300,unknown,Unknown
PF3D7_0507400,unknown,Unknown
PF3D7_0507500,membrane,Membrane (general)
PF3D7_0507600,"CCR4-NOT core complex,P-body","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_0507700,nucleus,Nucleus (internal)
PF3D7_0507800,unknown,Unknown
PF3D7_0507900,unknown,Unknown
PF3D7_0508000,unknown,Unknown
PF3D7_0508100,nucleus,Nucleus (internal)
PF3D7_0508200,endoplasmic reticulum,Endomembrane System & Golgi ER
